content,score,reviewCreatedVersion,at,sentiment,sentiment_score
Good,5,,2024-11-18 15:04:49,LABEL_1,0.9998272061347961
Mantap,5,,2024-11-18 15:03:27,LABEL_1,0.9820002913475037
Bagus.. sangat mrmbantu,5,2.72.0,2024-11-18 15:02:33,LABEL_0,0.999544084072113
Sangat mempermudah transaksi keuangan kapanpun dan dimanapun. Terima kasih BRI... 🙏😇,5,2.73.0,2024-11-18 15:02:16,LABEL_1,0.9998748302459717
Oke sangat membantu,5,,2024-11-18 14:59:01,LABEL_0,0.9999150037765503
Setelah update brimo bulan November ini brimo saya gk bisa di buka sama sekali,1,2.73.0,2024-11-18 14:58:14,LABEL_0,0.9999309778213501
Aplikasi nya bagus dan sangat berguna untuk sya Pokok nya debes dah,5,2.73.0,2024-11-18 14:56:39,LABEL_1,0.9994394183158875
Brimo kenapa sering narik uang direkening kalau setiap notifikasi masuk berbayar🥹,4,2.72.0,2024-11-18 14:55:12,LABEL_0,0.999925971031189
"Transaksi, lebih efisien karena bisa sambil beraktivitas",5,2.73.0,2024-11-18 14:52:10,LABEL_1,0.9984024167060852
Abis update ko ga bisa di klik tombol login nya...haduh min di fixs lah..,2,2.73.0,2024-11-18 14:51:50,LABEL_0,0.9999172687530518
Sangat praktis,5,2.30.0,2024-11-18 14:50:53,LABEL_0,0.9974964261054993
Cepet dan mudah,5,2.72.0,2024-11-18 14:50:03,LABEL_1,0.9718399047851562
Udeh nyoba ternyata keren jg Menyala bos kuh,5,,2024-11-18 14:49:32,LABEL_1,0.9996660947799683
Cukup baik,5,2.73.0,2024-11-18 14:47:05,LABEL_0,0.9998830556869507
Mantap nyaman praktis,5,2.73.0,2024-11-18 14:46:42,LABEL_1,0.9992992877960205
Mantap,5,,2024-11-18 14:42:55,LABEL_1,0.9820002913475037
Layanannya bagus dan cepat,5,2.72.0,2024-11-18 14:41:28,LABEL_0,0.8868676424026489
Greatest ebank,5,2.72.0,2024-11-18 14:39:44,LABEL_0,0.9999065399169922
Aplikasi nya kurang bagus cs nya juga kaya robot jawab nya itu itu ajh dan gak bisa bantu sama sekali langsung saya uninstall,1,2.72.0,2024-11-18 14:38:24,LABEL_0,0.9999444484710693
Sangat memudahkan nasabah,5,2.72.0,2024-11-18 14:36:22,LABEL_0,0.9990161657333374
lagi eror kah? saya mau bikin akun brimo kok tidak bisa?,2,2.73.0,2024-11-18 14:35:53,LABEL_0,0.99991774559021
Sangat membantuuuuuu,5,2.72.0,2024-11-18 14:35:12,LABEL_1,0.9998456239700317
sangat memuaskan,5,2.73.0,2024-11-18 14:34:27,LABEL_0,0.9997512698173523
Seru banget,5,2.73.0,2024-11-18 14:31:51,LABEL_0,0.9999018907546997
Macet-macet,5,,2024-11-18 14:31:13,LABEL_0,0.9998212456703186
"Pengalam pertama menggunakan aplikasi ini , sukses selalu 🙏🏻",5,2.72.0,2024-11-18 14:30:16,LABEL_1,0.9998207688331604
tidak bisa dipencet,1,2.73.0,2024-11-18 14:29:47,LABEL_0,0.9998902082443237
Asyik,5,,2024-11-18 14:22:15,LABEL_0,0.9998650550842285
Sangat membantu,5,2.72.0,2024-11-18 14:16:34,LABEL_0,0.9348582029342651
Apk yg sangat membantu untuk segala transaksi kebutuhan se hari2,5,2.72.0,2024-11-18 14:14:55,LABEL_1,0.9997696280479431
Ok,5,,2024-11-18 14:12:39,LABEL_0,0.9997263550758362
BAGUS SEKALI,5,2.72.0,2024-11-18 14:10:54,LABEL_0,0.9998960494995117
Terbaik,5,2.72.0,2024-11-18 14:10:02,LABEL_0,0.9998160004615784
"Sangat membantu, walaupun duitnya juga cepet abis😁",5,2.73.0,2024-11-18 14:06:17,LABEL_0,0.999901294708252
"Sungguh baik, sangat membantu aktivitas pembayaran di jaman sekarang",5,2.72.0,2024-11-18 14:05:41,LABEL_1,0.999832272529602
Ok,5,2.72.0,2024-11-18 14:03:13,LABEL_0,0.9997263550758362
Habis di update malah tidak bisa di klik ya aplikasi brimo saya,5,2.73.0,2024-11-18 14:02:28,LABEL_0,0.9999409914016724
Ok,5,2.72.0,2024-11-18 14:02:06,LABEL_0,0.9997263550758362
👍👍👍,5,2.72.0,2024-11-18 14:01:46,LABEL_1,0.999293327331543
Mantap pokoknya,5,2.72.0,2024-11-18 13:58:44,LABEL_0,0.9935495257377625
Baik,5,2.72.0,2024-11-18 13:56:02,LABEL_0,0.8662340641021729
"Gajelas bat ni, lu nge sms gw, lu bilang uang keluar, pas gw liat uang keluar tu karna lu SMS gw kocaaaak, gausah ngirim² SMS lagi dah, ngabisin uang lu, kalau gini terus mending gw pindah tabungan ke sebelah, gajelas!",1,,2024-11-18 13:54:32,LABEL_0,0.9999071359634399
Mantap,5,2.73.0,2024-11-18 13:50:06,LABEL_1,0.9820002913475037
Apa pendaftaran bri mo haru ke kantor bri?,4,2.73.0,2024-11-18 13:49:22,LABEL_0,0.9997554421424866
Cepat',4,,2024-11-18 13:48:01,LABEL_1,0.9987530708312988
Best,5,,2024-11-18 13:47:31,LABEL_1,0.9995515942573547
Mantap,5,2.73.0,2024-11-18 13:47:31,LABEL_1,0.9820002913475037
Sangat mudah menggunakan segala jenis transaksi melalui BRImo,5,2.72.0,2024-11-18 13:42:51,LABEL_1,0.9994333386421204
"Mohon kepada pemerintah, lebih memperhatikan ke amanan uang di mbangkin, uang saya ilang baru beberapa hari menggunakan mbangkin,tidak ada transaksi apapun ,mutasinya tidak ada@prabowosubianto",1,2.73.0,2024-11-18 13:42:36,LABEL_0,0.9997922778129578
Lebih mudah bertransaksi,5,2.73.0,2024-11-18 13:41:28,LABEL_1,0.9992608428001404
Mudah dan cepat,4,2.73.0,2024-11-18 13:40:14,LABEL_1,0.9993038177490234
Transaksi lebih mudah,5,2.72.0,2024-11-18 13:38:03,LABEL_1,0.9991900324821472
Ada apa kok tiba2 gk bisa klik menu di apl brimo?,5,2.73.0,2024-11-18 13:37:12,LABEL_0,0.9998948574066162
Mau nanya kenapa sekarang ada pemotong tiap minggu?,2,2.73.0,2024-11-18 13:31:29,LABEL_0,0.9998832941055298
Bagus,2,2.72.0,2024-11-18 13:28:29,LABEL_1,0.9978862404823303
Bagus,5,2.72.0,2024-11-18 13:27:29,LABEL_1,0.9978862404823303
Memudahkan cek saldo. Tidak pala ke ATM untuk cek duit masuk-keluar 👍👍👍👍,5,2.73.0,2024-11-18 13:27:04,LABEL_1,0.9970420002937317
Sangat membantu,5,2.73.0,2024-11-18 13:26:39,LABEL_0,0.9348582029342651
Sangat puas,5,2.72.0,2024-11-18 13:26:07,LABEL_0,0.999854326248169
"Tolong dong aplikasi ny di benerin lagi aplikasi nya gak bisa di klik sama sekali padahal sinyal bagus aman"" saja",5,2.73.0,2024-11-18 13:25:47,LABEL_0,0.9999275207519531
Baik,5,2.72.0,2024-11-18 13:25:38,LABEL_0,0.8662340641021729
Lumayan,5,,2024-11-18 13:14:54,LABEL_0,0.9999181032180786
Sangat membantu semua transaksi pembayaran,5,,2024-11-18 13:07:14,LABEL_1,0.9998489618301392
Ok,5,,2024-11-18 13:02:20,LABEL_0,0.9997263550758362
Mantap,5,2.73.0,2024-11-18 13:01:50,LABEL_1,0.9820002913475037
Bagus,5,,2024-11-18 13:01:38,LABEL_1,0.9978862404823303
Mantap,5,2.72.0,2024-11-18 13:00:33,LABEL_1,0.9820002913475037
Aplikasinya gak bisa di buka...di klik gak bisa...,5,2.67.0,2024-11-18 13:00:26,LABEL_0,0.9999319314956665
Bagus,5,2.72.0,2024-11-18 12:55:10,LABEL_1,0.9978862404823303
bagus,5,2.73.0,2024-11-18 12:54:17,LABEL_0,0.9995343685150146
Nice,5,2.73.0,2024-11-18 12:47:48,LABEL_0,0.9996570348739624
Mudah dan cepat Terimakasih,5,2.72.0,2024-11-18 12:46:06,LABEL_1,0.9760273098945618
Saya tanggal 11 November kemarin bayar token listrik pakai brimo dan sampai sekarang token listriknya blm jga masuk masih dalam proses mau batalin nga bisa dan saldo saya sudah terkuras,3,2.73.0,2024-11-18 12:45:21,LABEL_0,0.99991774559021
"Setelah di update apk-nya tidak bisa di buka lagi, tidak ada menu yang bisa di klik/diakses sudah di di install ulang-ulang juga dan bersihkan cache sampai hapus data tetap tidak bisa di akses",5,2.73.0,2024-11-18 12:43:15,LABEL_0,0.9999055862426758
Sangat mudah,5,2.72.0,2024-11-18 12:42:53,LABEL_0,0.9999110698699951
Ok,5,2.73.0,2024-11-18 12:34:16,LABEL_0,0.9997263550758362
Keren,5,2.73.0,2024-11-18 12:26:42,LABEL_1,0.9997929930686951
"Enak bgt punya akun BRI mo, bayar apapun gak pake ribet",5,2.72.0,2024-11-18 12:18:57,LABEL_0,0.9880161881446838
Sangat pembantu untuk transaksi,5,2.72.0,2024-11-18 12:18:25,LABEL_0,0.9998862743377686
Mempermudah transaksi,5,2.72.0,2024-11-18 12:17:16,LABEL_1,0.9990959167480469
Gabisa di buka gabisa di pencet2 kesel bgt,1,,2024-11-18 12:17:06,LABEL_0,0.9999250173568726
sangat membantu dan amanah,5,2.73.0,2024-11-18 12:13:28,LABEL_0,0.9965762495994568
👍,5,2.72.0,2024-11-18 12:08:02,LABEL_1,0.9991810917854309
Bagus,5,2.72.0,2024-11-18 12:06:38,LABEL_1,0.9978862404823303
Puas,5,2.72.0,2024-11-18 12:06:31,LABEL_0,0.9997637867927551
Cakep,5,2.72.0,2024-11-18 12:05:40,LABEL_0,0.9995200634002686
"Saldo tiap bulan terpotong bisa sampai 5ribu untuk bayar sms notifikasi, tapi sms notifikasi tidak pernah masuk ke nomor.",2,2.72.0,2024-11-18 12:03:22,LABEL_0,0.9998488426208496
Bagus sekali mantap dan mudah 👍,4,2.72.0,2024-11-18 12:03:04,LABEL_1,0.9994633793830872
"Setelah update ada aja biaya admin tambahan. Kali ini ada biaya notifikasi yg katanya penting cek mutasi real time, padahal jika ingin cek mutasi bisa di aplikasi BRImo langsung",3,,2024-11-18 12:01:06,LABEL_0,0.9998332262039185
Smp hari ini BRImo mantaff,5,2.73.0,2024-11-18 11:56:05,LABEL_0,0.5065358877182007
"Sumapah kurang suka pas buat rekening buat orang tua saya, karna nomor yg dimasukkan cuma gara"" gak terdaftar trs juga ngurus pas di bri terdekat ribett banget dan gak bisa diwakilkan padahalkan waktu itu keadaan orang tua sakit dan gak bisa jalan. Dan hrs tetep dateng di kantor unit dan perlu surat kuasa buat nyatakan kalau bener"" sakit. Menurutku itu gak bangett sihh gak ada respect sm sekali lagian yg mau ngurus itu kan anak sendiri dan uang yg mau diambil juga gak banyak yg sampek jutaan",1,2.73.0,2024-11-18 11:55:12,LABEL_0,0.9998576641082764
Memudahkan sekali terimakasih BRI..,5,2.72.0,2024-11-18 11:52:37,LABEL_1,0.9994400143623352
Mantap,5,2.71.1,2024-11-18 11:52:30,LABEL_1,0.9820002913475037
Mantep,3,2.73.0,2024-11-18 11:52:08,LABEL_0,0.9999067783355713
Lebih memudahkan,5,2.55.0,2024-11-18 11:44:15,LABEL_0,0.9827353358268738
Sangat membanti semoga lancar jaya,5,2.73.0,2024-11-18 11:42:35,LABEL_1,0.8058486580848694
Sangat memuaskan,5,2.73.0,2024-11-18 11:41:19,LABEL_0,0.9997604489326477
Thanks for application,5,2.73.0,2024-11-18 11:39:38,LABEL_0,0.9985935091972351
Sangat membantu,5,2.72.0,2024-11-18 11:38:07,LABEL_0,0.9348582029342651
terimakasih,5,2.73.0,2024-11-18 11:37:41,LABEL_0,0.9994733929634094
Sangat memudahkan skali,5,2.73.0,2024-11-18 11:36:17,LABEL_0,0.9998613595962524
Menggunakan BRImo semuanya jadi mudah,5,2.73.0,2024-11-18 11:34:52,LABEL_1,0.9997937083244324
Good,5,2.72.0,2024-11-18 11:33:06,LABEL_1,0.9998272061347961
Ok,5,2.72.0,2024-11-18 11:31:22,LABEL_0,0.9997263550758362
"Fitur multi-negara BRImo ini buat saya sangat menguntungkan. Kesulitan melakukan transaksi internasional di aplikasi lain sangat terasa, namun dengan BRImo saya merasa lebih leluasa dan aman. Cukup satu aplikasi untuk semua kebutuhan!",5,2.73.0,2024-11-18 11:29:42,LABEL_1,0.9996603727340698
"Menurut saya, BRImo jauh lebih baik dari yang lain. Fitur investasi dan cara transaksi luar negeri yang mudah bikin saya bisa ngatur keuangan lebih efisien. Mantap pokoknya!",5,2.72.0,2024-11-18 11:28:34,LABEL_1,0.9997808337211609
Brimo mantap,5,2.72.0,2024-11-18 11:26:02,LABEL_1,0.9997791647911072
Kereen,5,2.72.0,2024-11-18 11:24:43,LABEL_0,0.9997616410255432
Sangat menbantu,5,2.72.0,2024-11-18 11:13:36,LABEL_0,0.9998935461044312
Sangat puas,5,2.72.0,2024-11-18 11:08:52,LABEL_0,0.999854326248169
Bagus cuman suka gangguan GK bisa login,5,,2024-11-18 11:07:44,LABEL_0,0.9999305009841919
Biar bintang yg bicara,5,2.72.0,2024-11-18 11:06:10,LABEL_1,0.9994483590126038
"Tolong dong di perbaiki sistem nya, sinyal sudah kuat pake wifi bahkan kuota masih saja jaringan buruk gangguan koneksi",1,2.72.0,2024-11-18 11:05:56,LABEL_0,0.9999428987503052
Sungguh apk the best,5,2.73.0,2024-11-18 11:05:42,LABEL_1,0.9998455047607422
Baru pakek Brimo,5,2.72.0,2024-11-18 11:03:09,LABEL_0,0.9998549222946167
Bagus,4,2.72.0,2024-11-18 11:01:34,LABEL_1,0.9978862404823303
"Brimo aman,cepat dan sangat membantu dalam proses keuangan",5,2.72.0,2024-11-18 11:00:58,LABEL_1,0.9997517466545105
Mempermudah bertransaksi,5,2.73.0,2024-11-18 10:57:45,LABEL_1,0.9995256662368774
👍👍👍👍👍,5,,2024-11-18 10:57:16,LABEL_1,0.9995461106300354
Sangat membantu.sukses terus buat brimo,5,2.72.0,2024-11-18 10:57:09,LABEL_1,0.9998440742492676
Aplikasi sngat bagus dan membantu namun saat ini aplikasi kembali eror tidak bisa di pencet setelah saya update meskipun sudah saya uninstal dan saya download lgi tapi masih tidak bisa,5,2.73.0,2024-11-18 10:52:57,LABEL_0,0.9999209642410278
Ok,5,2.72.0,2024-11-18 10:52:22,LABEL_0,0.9997263550758362
Paling mudah menggunakannya...,5,2.72.0,2024-11-18 10:51:44,LABEL_0,0.999636173248291
Terima kasih segala urusan transaksi lancar,5,2.72.0,2024-11-18 10:51:38,LABEL_1,0.9998270869255066
"Baru pertama kali download dan pakai Bri. Gagal terus saat uplode foto ktp, padahal tata letak sudah sesuai permintaan dari apk. Sudah pakai jaringan data seluler juga masih gagal terus.",1,2.72.0,2024-11-18 10:48:29,LABEL_0,0.9999061822891235
Ok,5,2.72.0,2024-11-18 10:48:14,LABEL_0,0.9997263550758362
"Saya setiap hari ber transaksi pake brimo, tapi yg buat kesel hampir setiap minggu saldo dipotong 15 ribu, alasan biaya notifikasi SMS, Padahal tidak pernah ada masuk notif SMS INI SANGAT MERUGIKAN",3,2.72.0,2024-11-18 10:42:16,LABEL_0,0.9999232292175293
Sangat membantu,5,,2024-11-18 10:41:00,LABEL_0,0.9348582029342651
Brimo sekarang kenapa susah mau login ya Aku mau coba login malah gak bisa katanya harus pakai data seluler Pas pakai data seluler katanya nomor telpon gak sesuai Padahal itu nmornya sama pas yang daftar Username dan password benar tapi tetap gak bisa masuk,5,2.73.0,2024-11-18 10:40:13,LABEL_0,0.9999297857284546
"Aplikasi brimo saya pada saat mau login tidak bisa di tekan login,sudah saya uninstall tetap gak bisa di tekan balek. Gimana solusinya ini dari pihak BRI ??",1,2.73.0,2024-11-18 10:38:44,LABEL_0,0.9998743534088135
"Koneksi internet mu kurang baik,,, Selalu muncul tulisan itu pas mau buka",3,,2024-11-18 10:37:01,LABEL_0,0.9999237060546875
Mobile banking terburuk,1,,2024-11-18 10:35:05,LABEL_0,0.9998716115951538
Mempermudah transaksi,5,2.73.0,2024-11-18 10:33:04,LABEL_1,0.9990959167480469
"Min, kenapa saya ngga bisa melakukan verifikasi wajah padahal kamera udah saya izinin di aplikasi brimo",3,2.73.0,2024-11-18 10:30:57,LABEL_0,0.999659538269043
sangat mudah menggunakan aplikasinya,5,2.72.0,2024-11-18 10:27:12,LABEL_0,0.9997352957725525
Sangat mudah dan memuaskan,5,2.73.0,2024-11-18 10:24:38,LABEL_1,0.9963233470916748
"Mudah digunakan, cepat dan praktis. Terimakasih BRImo.",5,,2024-11-18 10:20:52,LABEL_1,0.9997983574867249
Mantap,5,2.73.0,2024-11-18 10:20:11,LABEL_1,0.9820002913475037
Ok,5,2.72.0,2024-11-18 10:19:03,LABEL_0,0.9997263550758362
Aplikasi BRImo tidak bisa di klik ini kenapa yah saya sudah hapus aplikasi dan download berulang kali tetep gabisa di klik,5,2.59.0,2024-11-18 10:15:29,LABEL_0,0.999925971031189
Sangat puas,5,2.72.0,2024-11-18 10:14:33,LABEL_0,0.999854326248169
Baru bikin rekening semoga bermanfaat,5,2.72.0,2024-11-18 10:14:24,LABEL_1,0.9579235315322876
Sangat membantu,5,2.73.0,2024-11-18 10:07:59,LABEL_0,0.9348582029342651
"Hmm sedikit bertanya apa kah klo uang kita hilang memang tidak bisa, di cek rekaman CCTV-nya yah kayak agak ribet, begini cara pelayanan bri?? Masa uang saya hilang 3jt di tarik orang malah pihak bri kayak, ngak mau kasih liat rekaman CCTV secara langsung hanya poto2 nya saja yg di kasih liat padahal saya sudah hampir 5 tahun pake bri klo tau2 begini mending saya beralih ke bank lain tolong di jelaskan?? 🙏",2,2.72.0,2024-11-18 10:03:37,LABEL_0,0.9999195337295532
"Sangat memuaskan,",5,2.72.0,2024-11-18 10:03:08,LABEL_0,0.999765932559967
Notifikasi online kok dibeban kan ke nasabah biaya sms mbangking bank lain tidak ada biaya sms.semakin sering transaksi biaya SMS semakin besar,1,2.72.0,2024-11-18 10:00:30,LABEL_0,0.9999150037765503
"Sangat membantu bertransaksi,trimakasih",5,2.72.0,2024-11-18 09:57:45,LABEL_1,0.997485876083374
Menyenangkan,5,2.73.0,2024-11-18 09:52:32,LABEL_0,0.9991219639778137
Transaksi lancar perangkat mudah di gunakan... Sukses BRIMO,5,2.72.0,2024-11-18 09:50:56,LABEL_1,0.9996720552444458
"tidak bisa daftar akun, padahal punya rekening, butuh referal",1,2.72.0,2024-11-18 09:50:22,LABEL_0,0.9998955726623535
"BRImo bikin hidup lebih mudah! Nasabah BRI yang pengen mobile banking yang simpel, BRImo pilihan paling tepat. Semua transaksi cepat dan mudah.",5,2.72.0,2024-11-18 09:38:11,LABEL_1,0.9998617172241211
"Mantap,sangat memuaskan",5,2.73.0,2024-11-18 09:37:14,LABEL_0,0.9974783062934875
"Update setiap hari tp apk gth2 ajh update apaan? Setiap hari update apk, setiap mau di pke harus update dulu.",1,2.72.0,2024-11-18 09:35:54,LABEL_0,0.9988670349121094
Bagus,5,2.72.0,2024-11-18 09:35:29,LABEL_1,0.9978862404823303
Sangat mudah bertransaksi,4,2.73.0,2024-11-18 09:25:05,LABEL_1,0.9974977374076843
"Barusan buka BRImo tiba² udah ke blokir, padahal password nya udah bener tetep aja ga bisa. saya coba lagi tetep ga ada perubahan, ini gimana dong klo kayak gini saya ga bisa belanja²",1,2.73.0,2024-11-18 09:18:44,LABEL_0,0.9998959302902222
Mudah and lancar,5,2.72.0,2024-11-18 09:17:51,LABEL_0,0.994093120098114
Lancar jaya,5,2.73.0,2024-11-18 09:17:46,LABEL_0,0.9998847246170044
Bagus dan baik,5,2.73.0,2024-11-18 09:15:54,LABEL_0,0.999451220035553
Bagus,5,,2024-11-18 09:15:13,LABEL_1,0.9978862404823303
Memuaskan,5,2.73.0,2024-11-18 09:12:48,LABEL_0,0.9996117949485779
Ok,5,2.72.0,2024-11-18 09:11:34,LABEL_0,0.9997263550758362
Topup brizzi bermasalah petugas layanan jawaban nya ngambang orajelas,2,2.72.0,2024-11-18 09:07:11,LABEL_0,0.9999357461929321
Smoga lebih mudah lagi untuk nasabah untuk transaksi nabung dll,5,2.72.0,2024-11-18 09:03:57,LABEL_1,0.9981069564819336
Kenapa brimo saya gbsa di buka ya masuk menu dia diem aja di pencet apapun . Udh uninstall trs download lagi tetep gabisa .. tolong gimana ya,1,2.73.0,2024-11-18 08:50:42,LABEL_0,0.9999353885650635
"kok payah banget sih daftar brimo? gagal terus, kode sib, kode sia9 padahal baru ini pertama daftar mau transaksi apa aja harus ke atm, mna jauh banget atmnya",4,2.71.0,2024-11-18 08:48:26,LABEL_0,0.9999371767044067
sangat membantu,5,2.73.0,2024-11-18 08:48:10,LABEL_0,0.9998587369918823
Berguna,5,2.73.0,2024-11-18 08:48:05,LABEL_0,0.99883633852005
MANTUL BRImo 👍👍,5,2.73.0,2024-11-18 08:47:05,LABEL_0,0.9669049382209778
Apk ribet,1,2.65.0,2024-11-18 08:46:14,LABEL_0,0.9998462200164795
Terimakasih atas pelayanan semoga dengan ada brimo akan mempermudah kami dalam pekerjaannya sehingga kami bisa merasa nyaman,5,2.72.0,2024-11-18 08:43:48,LABEL_1,0.9998388290405273
sangat membantu sekali,5,2.73.0,2024-11-18 08:29:47,LABEL_0,0.99918133020401
Kenapa selalu na potong admin free Sma monthly free atm,1,2.72.0,2024-11-18 08:28:31,LABEL_0,0.999907374382019
Serba bisa gan,5,2.72.0,2024-11-18 08:23:31,LABEL_0,0.9999164342880249
Mantab...,5,2.72.0,2024-11-18 08:22:37,LABEL_1,0.999098539352417
Okey,5,,2024-11-18 08:17:19,LABEL_0,0.9954745173454285
Suka dengan aplikasi ini lancar,5,2.72.0,2024-11-18 08:15:57,LABEL_1,0.9997569918632507
Oke,5,,2024-11-18 08:09:22,LABEL_0,0.9997300505638123
Lebih praktis,5,2.72.0,2024-11-18 08:02:48,LABEL_1,0.9996114373207092
Kok sering ada notifikasi biaya admin dan biaya SMS,1,2.72.0,2024-11-18 07:56:49,LABEL_0,0.9999291896820068
"Semangkin muda ber transaksi, keamanan terus di tingkatkan",5,2.73.0,2024-11-18 07:30:22,LABEL_0,0.6969151496887207
Sangat membantu...,5,,2024-11-18 07:07:30,LABEL_0,0.999871015548706
Mas Agus supar 🆔🇮🇩®️,5,2.73.0,2024-11-18 06:58:16,LABEL_1,0.9990079998970032
Aplikasi paling super keren memudahkan segala aktivitas bangking,5,2.72.0,2024-11-18 06:46:26,LABEL_1,0.9997612833976746
Sangat puas,5,2.72.0,2024-11-18 06:36:11,LABEL_0,0.999854326248169
"Dari semua aplikasi bank yang pernah saya coba, BRImo adalah yang paling user-friendly. Gak perlu khawatir lagi kalau mau transfer uang, semua cepat dan aman.",5,2.73.0,2024-11-18 06:08:33,LABEL_1,0.990139365196228
"Ok sih cukup membantu, cuman kadang lemot gitu🙏",4,2.73.0,2024-11-18 06:07:52,LABEL_0,0.9999229907989502
Cukup membantu,4,2.72.0,2024-11-18 05:38:01,LABEL_0,0.9998428821563721
"BRImo alah satu aplikasi yang harus dimiliki! Dari registrasi sampai transaksi, semua benar-benar intuitif. Saya suka!",5,2.72.0,2024-11-18 04:58:41,LABEL_1,0.9997758269309998
Dipersulit karena ganti login hp sebelah,2,,2024-11-18 04:39:13,LABEL_0,0.9999035596847534
Mantap👍👍,5,,2024-11-18 04:33:53,LABEL_1,0.9997761845588684
BRImo udah jadi sahabat saya dalam urusan finansial. Berbagai fitur yang memudahkan bikin saya setia sama aplikasi ini!,5,2.73.0,2024-11-18 04:28:04,LABEL_1,0.9997990727424622
sangat membantu sekaliii,5,2.72.0,2024-11-18 04:25:04,LABEL_0,0.9997811913490295
Kenapa ya habis update GK bisa d klik sudah d coba beberapa x tetap gak bisa d klik aliat ngancing,3,2.73.0,2024-11-18 03:54:35,LABEL_0,0.9999284744262695
"Fitur investasi BRImo merupakan salah satu alasan saya beralih dari aplikasi lain. Kemudahan dalam mengelola portofolio investasi, terutama untuk emas dan saham, bikin keuangan lebih terarah. Wow, siapa sangka bank bisa semudah ini?",5,2.73.0,2024-11-18 03:47:43,LABEL_1,0.9998053908348083
Bintang yg berbicara,5,2.72.0,2024-11-18 03:43:37,LABEL_1,0.9995484948158264
"Halo kak, minta bantuannya No.hp yg terdaftar di brimo sudah hilang. Dan sekarang tidak bisa login lagi krn di minta kode verifikasi ke no.tersebut...",5,2.72.0,2024-11-18 03:43:22,LABEL_0,0.9995699524879456
"Sumpah, BRImo lebih cepat dari aplikasi lain yang pernah saya coba! Transaksi gak pernah error dan selalu lancar. Sangat direkomendasikan!",5,2.72.0,2024-11-18 03:12:50,LABEL_1,0.9997751116752625
Tidak ribet dan gampang sekali,5,2.72.0,2024-11-18 02:43:18,LABEL_0,0.9994121789932251
Sangat bagus brimo I like it,5,2.72.0,2024-11-18 02:08:50,LABEL_0,0.9935985803604126
"Tiap jam segini pasti elor tolong dong kerja sama, mana saya lagi kerja",1,2.72.0,2024-11-18 02:05:30,LABEL_0,0.9996237754821777
Sms bangking apa tidak bisa di non aktfikan min??,5,2.73.0,2024-11-18 02:04:49,LABEL_0,0.999933123588562
BRI terbaik menjadi lebih mudah dalam bertransaksi pribadi dan transaksi usaha saya,5,,2024-11-18 02:00:21,LABEL_1,0.9998010993003845
"BRImo itu sangat praktis! Mau bayar tagihan, beli voucher, semua bisa dalam satu aplikasi. Gak perlu repot-repot buka banyak aplikasi lagi.",5,2.73.0,2024-11-18 01:57:59,LABEL_1,0.9997290968894958
Aman dan terpercaya meski aku blum ada kartu nya tpi sangat aman dan mudah bayar apapun,5,2.72.0,2024-11-18 01:56:38,LABEL_1,0.9997594952583313
Sangat membantu dalam transaksi,5,2.72.0,2024-11-18 01:54:16,LABEL_1,0.9996167421340942
"Semakin mudah dengan adanya brimo, fitur lengkap dan cepat",5,2.73.0,2024-11-18 01:47:48,LABEL_1,0.9998109936714172
Sangat baik,5,2.73.0,2024-11-18 01:47:14,LABEL_0,0.9998960494995117
Aman,5,2.72.0,2024-11-18 01:43:47,LABEL_1,0.9988805651664734
Mudah,5,2.72.0,2024-11-18 01:35:41,LABEL_0,0.9989616870880127
Oke,5,2.72.0,2024-11-18 01:24:54,LABEL_0,0.9997300505638123
setelah di updute tidak bisa dibuka lagi,1,2.73.0,2024-11-18 01:24:49,LABEL_0,0.9999409914016724
Top,5,,2024-11-18 01:23:04,LABEL_1,0.9998283386230469
Mantap,5,2.73.0,2024-11-18 01:06:39,LABEL_1,0.9820002913475037
"Salah satu cara canggih untuk mempersulit hidup, mau daftar saja gk bisa. Saya mau pindah ke bank mandiri saja",1,,2024-11-18 01:05:45,LABEL_0,0.9998810291290283
sangat bagus,5,2.72.0,2024-11-18 01:04:55,LABEL_0,0.9998650550842285
"Udah 1tahun lebih ga di buka, terus di buka lagi ko ga bisa transaksi ya? Mohon info nya dong",4,2.73.0,2024-11-18 01:01:38,LABEL_0,0.9998977184295654
Pelayanan bagus,5,,2024-11-18 00:55:17,LABEL_0,0.9994286894798279
"Sangat merugikan saldo ku kurang ,padahal GK pake ap"" potong sendiri.sangat kecewa",1,2.72.0,2024-11-18 00:44:49,LABEL_0,0.9999426603317261
bagus sangat membantu tetapi terkadang eeroorr aplikasinya tidak bisa di clik dan tidak bisa masuk,5,2.73.0,2024-11-18 00:42:02,LABEL_0,0.9907087087631226
Semoga aku dapat hadiah dari BRI,5,2.73.0,2024-11-18 00:41:20,LABEL_1,0.999833345413208
"Sangat bagus, mudah digunakan. Namun tolong kadang ada bug, ketika saya mau log in lagi, katanya ada yang log out belum sempurna. Padahal sudah saya log out. Tapi untuk yang lain sudah baik. Terimakasih BRImo team. Buddha memberkati selalu☸️😊",5,2.72.0,2024-11-18 00:35:45,LABEL_1,0.999492883682251
memudahkan segala transaksi keuangan q ☺️☺️,5,2.72.0,2024-11-18 00:34:49,LABEL_1,0.9998502731323242
Sangat ok,5,2.73.0,2024-11-18 00:32:00,LABEL_0,0.9999195337295532
